Stnno,Year,Month,Day,Rainfall,Day mean wind,Solar Radioation ( MJm-2)
48650,2011,5,30,5.4,2.0,21.00
48650,2011,5,31,3.0,1.5,12.28
48650,2011,6,1,0.0,1.7,10.76
48650,2011,6,2,0.0,1.6,21.84
48650,2011,6,3,0.0,2.1,18.61
48650,2011,6,4,1.6,2.2,21.94
48650,2011,6,5,0.0,2.0,17.96
48650,2011,6,6,0.0,1.7,14.29
48650,2011,6,7,0.0,2.0,21.24
48650,2011,6,8,1.8,2.0,15.70
48650,2011,6,9,0.0,2.0,19.38
48650,2011,6,10,0.0,1.9,14.97
48650,2011,6,11,0.0,1.5,14.68
48650,2011,6,12,0.0,2.0,14.96
48650,2011,6,13,2.2,1.9,19.87
48650,2011,6,14,0.8,1.6,10.56
48650,2011,6,15,0.0,1.9,17.81
48650,2011,6,16,0.0,2.1,15.75
48650,2011,6,17,1.6,2.8,20.74
48650,2011,6,18,0.0,3.1,17.59
48650,2011,6,19,0.4,2.6,17.30
48650,2011,6,20,0.0,2.8,21.68
48650,2011,6,21,0.0,3.1,21.47
48650,2011,6,22,2.8,2.0,10.94
48650,2011,6,23,0.0,1.8,18.89
48650,2011,6,24,2.4,2.1,21.58
48650,2011,6,25,8.8,3.0,21.08
48650,2011,6,26,15.2,2.7,16.21
48650,2011,6,27,5.0,2.2,19.92
48650,2011,6,28,5.4,2.8,18.89
48650,2011,6,29,41.2,2.9,7.76
48650,2011,6,30,0.0,2.3,16.35
48650,2011,7,1,0.0,2.9,18.94
48650,2011,7,2,2.0,2.2,21.00
48650,2011,7,3,0.2,1.7,19.04
48650,2011,7,4,0.0,1.8,21.13
48650,2011,7,5,0.0,2.9,20.83
48650,2011,7,6,0.0,2.1,20.58
48650,2011,7,7,12.8,1.6,8.13
48650,2011,7,8,2.4,1.3,10.63
48650,2011,7,9,0.2,1.5,16.09
48650,2011,7,10,0.8,1.8,14.50
48650,2011,7,11,0.4,2.2,21.00
48650,2011,7,12,6.8,2.7,19.81
48650,2011,7,13,0.0,2.2,19.51
48650,2011,7,14,6.2,2.0,18.26
48650,2011,7,15,2.2,2.3,15.41
48650,2011,7,16,0.0,2.3,10.77
48650,2011,7,17,0.0,2.9,22.05
48650,2011,7,18,0.0,3.3,23.10
48650,2011,7,19,0.0,3.7,22.59
48650,2011,7,20,0.0,3.4,22.23
48650,2011,7,21,0.0,2.2,15.88
48650,2011,7,22,0.0,2.1,20.07
48650,2011,7,23,0.0,1.9,14.73
48650,2011,7,24,2.4,3.0,19.04
48650,2011,7,25,0.0,2.1,21.51
48650,2011,7,26,0.0,2.2,22.31
48650,2011,7,27,0.0,2.1,9.17
48650,2011,7,28,18.2,2.5,19.92
48650,2011,7,29,22.2,3.5,18.36
48650,2011,7,30,1.0,3.0,10.77
48650,2011,7,31,0.0,3.6,19.77
48650,2011,8,1,0.4,4.3,19.41
48650,2011,8,2,0.0,4.1,21.42
48650,2011,8,3,0.0,3.3,18.82
48650,2011,8,4,26.2,2.2,8.18
48650,2011,8,5,0.0,1.7,19.91
48650,2011,8,6,0.0,1.7,17.11
48650,2011,8,7,8.4,1.4,10.98
48650,2011,8,8,0.0,1.6,20.65
48650,2011,8,9,0.0,2.5,21.22
48650,2011,8,10,3.2,2.1,10.49
48650,2011,8,11,0.0,1.8,22.82
48650,2011,8,12,1.6,2.2,17.23
48650,2011,8,13,0.0,1.9,21.89
48650,2011,8,14,5.6,1.7,18.59
48650,2011,8,15,0.0,2.4,17.33
48650,2011,8,16,0.0,1.9,21.67
48650,2011,8,17,0.0,2.7,21.40
48650,2011,8,18,0.0,2.7,21.44
48650,2011,8,19,0.0,2.6,23.04
48650,2011,8,20,17.8,1.9,10.66
48650,2011,8,21,0.0,2.8,23.81
48650,2011,8,22,12.6,1.9,15.80
48650,2011,8,23,5.0,1.5,17.38
48650,2011,8,24,0.0,2.2,17.69
48650,2011,8,25,0.0,2.0,17.65
48650,2011,8,26,5.2,1.5,8.61
48650,2011,8,27,1.6,1.7,17.78
48650,2011,8,28,16.2,2.9,18.13
48650,2011,8,29,0.0,1.9,14.56
48650,2011,8,30,0.0,2.7,17.08
48650,2011,8,31,24.6,2.3,11.07
48650,2011,9,1,0.0,3.1,23.83
48650,2011,9,2,5.6,1.6,17.43
48650,2011,9,3,0.0,2.3,20.20
48650,2011,9,4,0.0,3.2,21.93
48650,2011,9,5,0.0,2.9,22.30
48650,2011,9,6,0.0,2.4,18.40
48650,2011,9,7,0.0,2.4,20.74
48650,2011,9,8,0.0,2.1,17.55
48650,2011,9,9,0.8,2.4,17.78
48650,2011,9,10,19.0,2.0,13.57
48650,2011,9,11,0.2,2.0,8.37
48650,2011,9,12,0.0,2.1,15.40
48650,2011,9,13,0.0,3.4,19.46
48650,2011,9,14,99.2,1.7,12.05
48650,2011,9,15,0.0,1.5,20.46
48650,2011,9,16,0.0,1.9,14.88
48650,2011,9,17,0.0,2.0,19.82
48650,2011,9,18,0.0,1.8,12.39
48650,2011,9,19,0.2,1.6,13.65
48650,2011,9,20,0.0,1.9,15.53
48650,2011,9,21,0.4,2.3,14.19
48650,2011,9,22,9.4,1.7,11.95
48650,2011,9,23,0.0,2.3,22.05
48650,2011,9,24,6.4,1.6,21.50
48650,2011,9,25,3.8,1.7,14.99
48650,2011,9,26,33.8,1.9,18.42
48650,2011,9,27,0.0,2.1,19.77
48650,2011,9,28,0.0,1.5,24.73
48650,2011,9,29,10.8,1.8,24.79
48650,2011,9,30,0.0,1.9,20.72
48650,2011,10,1,0.0,1.8,12.37
48650,2011,10,2,0.4,1.7,7.26
48650,2011,10,3,0.0,2.1,18.44
48650,2011,10,4,0.8,1.2,8.00
48650,2011,10,5,0.6,1.5,8.46
48650,2011,10,6,0.0,1.6,13.36
48650,2011,10,7,0.0,1.9,14.88
48650,2011,10,8,21.4,1.3,17.19
48650,2011,10,9,0.0,2.3,21.56
48650,2011,10,10,18.8,1.9,18.66
48650,2011,10,11,4.6,1.6,14.28
48650,2011,10,12,0.0,2.8,23.82
48650,2011,10,13,0.0,2.0,23.27
48650,2011,10,14,0.0,2.3,22.14
48650,2011,10,15,0.0,2.4,18.49
48650,2011,10,16,2.2,1.9,15.62
48650,2011,10,17,19.2,1.6,16.45
48650,2011,10,18,22.4,1.7,13.99
48650,2011,10,19,12.2,1.8,9.95
48650,2011,10,20,64.4,2.1,18.03
48650,2011,10,21,2.8,1.6,21.67
48650,2011,10,22,0.2,1.8,17.98
48650,2011,10,23,1.6,2.1,17.24
48650,2011,10,24,23.8,2.6,14.64
48650,2011,10,25,15.2,1.4,10.59
48650,2011,10,26,41.2,1.9,15.47
48650,2011,10,27,32.0,1.8,17.43
48650,2011,10,28,19.0,1.6,19.67
48650,2011,10,29,0.0,3.0,20.06
48650,2011,10,30,9.0,1.5,16.15
48650,2011,10,31,31.0,1.2,13.25
48650,2011,11,1,26.4,2.1,18.35
48650,2011,11,2,35.8,1.2,10.88
48650,2011,11,3,0.0,1.9,13.88
48650,2011,11,4,9.6,1.8,14.24
48650,2011,11,5,3.0,2.1,14.20
48650,2011,11,6,4.0,1.7,18.49
48650,2011,11,7,3.0,2.3,16.98
48650,2011,11,8,2.6,1.5,10.56
48650,2011,11,9,0.0,2.2,20.41
48650,2011,11,10,0.0,1.9,23.67
48650,2011,11,11,3.4,1.5,15.14
48650,2011,11,12,12.0,1.2,12.57
48650,2011,11,13,2.2,1.7,16.25
48650,2011,11,14,4.8,2.0,17.28
48650,2011,11,15,6.2,1.6,14.85
48650,2011,11,16,0.0,1.6,15.58
48650,2011,11,17,1.6,1.9,17.98
48650,2011,11,18,0.2,1.2,11.17
48650,2011,11,19,0.0,1.8,19.46
48650,2011,11,20,16.4,1.6,12.95
48650,2011,11,21,0.0,1.5,14.59
48650,2011,11,22,13.8,1.6,14.02
48650,2011,11,23,0.0,1.9,9.71
48650,2011,11,24,4.0,4.3,19.08
48650,2011,11,25,1.0,2.1,17.84
48650,2011,11,26,0.0,2.2,18.00
48650,2011,11,27,19.2,1.7,12.02
48650,2011,11,28,3.0,1.3,11.08
48650,2011,11,29,3.8,1.6,10.08
48650,2011,11,30,0.0,1.1,13.06
48650,2011,12,1,12.0,2.4,12.86
48650,2011,12,2,24.0,2.1,8.41
48650,2011,12,3,0.0,1.3,22.49
48650,2011,12,4,0.0,2.1,16.22
48650,2011,12,5,0.0,1.5,10.65
48650,2011,12,6,0.0,1.3,14.09
48650,2011,12,7,0.0,1.3,17.42
48650,2011,12,8,2.4,1.5,7.32
48650,2011,12,9,0.0,1.6,17.18
48650,2011,12,10,0.0,2.2,17.44
48650,2011,12,11,0.0,3.4,13.75
48650,2011,12,12,0.0,1.8,8.41
48650,2011,12,13,16.8,2.6,16.59
48650,2011,12,14,0.0,1.5,14.01
48650,2011,12,15,1.6,1.8,12.98
48650,2011,12,16,0.4,1.8,13.88
48650,2011,12,17,6.0,2.2,13.06
48650,2011,12,18,0.0,1.5,9.92
48650,2011,12,19,14.4,0.9,7.52
48650,2011,12,20,12.2,1.5,11.11
48650,2011,12,21,1.4,1.6,13.92
48650,2011,12,22,2.6,1.0,3.45
48650,2011,12,23,6.8,1.3,12.18
48650,2011,12,24,4.4,2.3,9.87
48650,2011,12,25,0.0,5.4,19.39
48650,2011,12,26,0.0,5.8,21.29
48650,2011,12,27,3.4,3.0,16.12
48650,2011,12,28,1.2,1.5,13.91
48650,2011,12,29,0.0,3.5,17.83
48650,2011,12,30,0.8,2.0,13.83
48650,2011,12,31,0.4,1.7,15.76
48650,2012,1,1,0.0,1.7,18.82
48650,2012,1,2,0.0,1.6,19.73
48650,2012,1,3,0.0,3.1,22.17
48650,2012,1,4,0.0,3.8,19.36
48650,2012,1,5,0.0,3.1,20.08
48650,2012,1,6,0.0,2.9,19.97
48650,2012,1,7,0.0,2.5,18.85
48650,2012,1,8,0.0,1.5,16.27
48650,2012,1,9,0.0,1.9,13.56
48650,2012,1,10,8.0,1.2,11.02
48650,2012,1,11,0.0,1.5,11.83
48650,2012,1,12,0.0,1.8,7.33
48650,2012,1,13,1.4,1.2,12.59
48650,2012,1,14,0.0,0.7,13.13
48650,2012,1,15,0.0,1.5,17.78
48650,2012,1,16,0.0,1.6,20.98
48650,2012,1,17,12.4,1.5,16.94
48650,2012,1,18,0.6,1.7,16.10
48650,2012,1,19,29.2,1.2,19.94
48650,2012,1,20,1.8,2.1,16.56
48650,2012,1,21,0.0,1.9,16.23
48650,2012,1,22,7.0,2.5,20.80
48650,2012,1,23,12.8,2.4,15.17
48650,2012,1,24,3.6,1.6,19.35
48650,2012,1,25,25.2,1.4,21.01
48650,2012,1,26,0.0,1.8,19.84
48650,2012,1,27,0.0,2.3,20.28
48650,2012,1,28,0.0,1.6,12.44
48650,2012,1,29,18.4,1.3,10.52
48650,2012,1,30,10.0,1.4,16.88
48650,2012,1,31,13.2,2.1,12.63
48650,2012,2,1,0.0,3.3,22.72
48650,2012,2,2,0.8,3.4,17.43
48650,2012,2,3,9.4,1.2,9.77
48650,2012,2,4,0.0,1.9,13.97
48650,2012,2,5,0.0,2.7,23.20
48650,2012,2,6,18.6,1.6,17.83
48650,2012,2,7,0.8,1.4,13.80
48650,2012,2,8,12.8,1.1,17.59
48650,2012,2,9,0.0,2.3,21.14
48650,2012,2,10,0.0,2.7,24.31
48650,2012,2,11,0.0,3.5,23.27
48650,2012,2,12,53.0,2.1,19.84
48650,2012,2,13,13.0,2.3,20.99
48650,2012,2,14,0.0,2.2,20.90
48650,2012,2,15,0.4,1.5,20.07
48650,2012,2,16,0.0,1.6,14.66
48650,2012,2,17,0.4,1.6,15.26
48650,2012,2,18,3.6,1.3,9.44
48650,2012,2,19,0.0,2.0,18.18
48650,2012,2,20,0.0,1.1,17.24
48650,2012,2,21,1.8,1.7,14.36
48650,2012,2,22,0.0,1.4,19.39
48650,2012,2,23,10.0,1.1,20.35
48650,2012,2,24,1.4,1.8,13.81
48650,2012,2,25,0.0,1.2,21.64
48650,2012,2,26,11.6,2.0,15.28
48650,2012,2,27,2.0,2.2,19.83
48650,2012,2,28,7.8,2.2,18.63
48650,2012,2,29,36.2,1.7,12.04
48650,2012,3,1,1.4,2.0,19.19
48650,2012,3,2,40.6,1.8,12.64
48650,2012,3,3,1.4,1.7,20.59
48650,2012,3,4,0.0,1.5,25.73
48650,2012,3,5,0.4,1.0,10.42
48650,2012,3,6,0.0,1.8,18.16
48650,2012,3,7,16.8,1.6,19.55
48650,2012,3,8,1.6,2.4,15.90
48650,2012,3,9,0.0,2.1,19.95
48650,2012,3,10,0.0,1.8,12.51
48650,2012,3,11,18.6,2.1,18.19
48650,2012,3,12,0.0,2.0,6.87
48650,2012,3,13,4.2,1.9,18.76
48650,2012,3,14,0.6,0.9,7.93
48650,2012,3,15,35.2,1.8,15.16
48650,2012,3,16,1.8,1.5,21.17
48650,2012,3,17,0.0,1.7,19.76
48650,2012,3,18,0.0,1.3,16.95
48650,2012,3,19,0.0,1.5,13.65
48650,2012,3,20,0.0,2.0,17.60
48650,2012,3,21,0.0,1.8,18.95
48650,2012,3,22,19.6,1.6,20.09
48650,2012,3,23,0.0,1.7,22.31
48650,2012,3,24,0.0,1.0,18.52
48650,2012,3,25,2.6,1.7,17.51
48650,2012,3,26,0.0,1.6,15.77
48650,2012,3,27,1.2,2.2,25.42
48650,2012,3,28,3.0,1.5,13.69
48650,2012,3,29,14.6,1.3,22.04
48650,2012,3,30,5.6,2.0,22.83
48650,2012,3,31,0.8,2.1,16.68
48650,2012,4,1,0.2,1.7,25.84
48650,2012,4,2,0.0,1.0,20.05
48650,2012,4,3,20.6,1.6,13.38
48650,2012,4,4,0.0,1.5,24.97
48650,2012,4,5,0.0,1.4,30.38
48650,2012,4,6,0.0,1.7,17.98
48650,2012,4,7,0.0,1.5,17.46
48650,2012,4,8,50.0,2.4,25.45
48650,2012,4,9,0.4,1.7,21.01
48650,2012,4,10,0.0,1.9,27.93
48650,2012,4,11,0.6,1.7,22.44
48650,2012,4,12,0.6,1.9,24.39
48650,2012,4,13,1.6,1.9,25.72
48650,2012,4,14,0.0,1.8,11.31
48650,2012,4,15,0.0,1.5,27.44
48650,2012,4,16,0.0,1.6,21.88
48650,2012,4,17,0.6,1.6,25.01
48650,2012,4,18,21.8,2.1,24.62
48650,2012,4,19,0.0,1.4,17.96
48650,2012,4,20,0.0,2.0,21.62
48650,2012,4,21,1.4,2.0,17.83
48650,2012,4,22,0.0,1.8,23.59
48650,2012,4,23,0.8,1.8,23.79
48650,2012,4,24,0.4,1.9,15.47
48650,2012,4,25,16.8,1.4,11.87
48650,2012,4,26,32.8,2.0,28.61
48650,2012,4,27,0.0,1.6,21.98
48650,2012,4,28,0.0,1.5,25.34
48650,2012,4,29,0.6,2.3,28.48
48650,2012,4,30,0.0,1.7,25.25
48650,2012,5,1,0.0,2.1,21.49
48650,2012,5,2,13.6,1.8,8.61
48650,2012,5,3,0.0,1.6,24.48
48650,2012,5,4,11.6,1.5,26.15
48650,2012,5,5,6.2,1.3,16.09
48650,2012,5,6,32.6,1.4,10.69
48650,2012,5,7,0.8,1.9,12.46
48650,2012,5,8,0.0,1.2,25.77
48650,2012,5,9,0.0,1.7,25.71
48650,2012,5,10,0.0,2.0,24.75
48650,2012,5,11,11.2,1.6,20.55
48650,2012,5,12,7.8,1.8,19.99
48650,2012,5,13,0.0,2.1,24.13
48650,2012,5,14,0.0,2.3,27.89
48650,2012,5,15,0.0,2.2,18.71
48650,2012,5,16,0.0,1.9,22.50
48650,2012,5,17,0.0,1.7,-1.11
48650,2012,5,18,0.0,2.1,23.78
48650,2012,5,19,0.0,2.7,23.69
48650,2012,5,20,0.4,2.1,22.03
48650,2012,5,21,0.0,1.4,21.92
48650,2012,5,22,10.2,1.7,17.26
48650,2012,5,23,0.0,1.8,18.37
48650,2012,5,24,14.4,1.7,22.85
48650,2012,5,25,1.4,1.6,12.12
48650,2012,5,26,0.0,2.7,26.53
48650,2012,5,27,0.0,2.7,25.72
48650,2012,5,28,0.0,2.5,26.53
48650,2012,5,29,0.0,2.5,15.65
48650,2012,5,30,0.6,1.9,14.62
48650,2012,5,31,3.4,1.9,17.93
48650,2012,6,1,0.0,1.7,19.40
48650,2012,6,2,0.0,1.5,19.52
48650,2012,6,3,0.0,1.0,20.67
48650,2012,6,4,0.0,1.6,21.32
48650,2012,6,5,0.0,1.9,25.37
48650,2012,6,6,0.0,1.6,20.58
48650,2012,6,7,0.0,1.6,19.76
48650,2012,6,8,1.2,2.4,22.09
48650,2012,6,9,0.6,2.7,12.36
48650,2012,6,10,0.0,2.2,25.37
48650,2012,6,11,0.0,2.1,24.94
48650,2012,6,12,0.0,2.2,26.78
48650,2012,6,13,0.0,2.0,26.61
48650,2012,6,14,0.0,2.0,24.19
48650,2012,6,15,0.0,1.7,22.74
48650,2012,6,16,0.0,1.7,18.59
48650,2012,6,17,11.8,1.8,15.03
48650,2012,6,18,0.0,2.4,24.27
48650,2012,6,19,0.0,2.1,22.82
48650,2012,6,20,0.0,2.6,23.16
48650,2012,6,21,0.0,2.0,13.25
48650,2012,6,22,0.0,2.2,24.98
48650,2012,6,23,1.4,2.0,24.66
48650,2012,6,24,0.0,2.6,-1.11
48650,2012,6,25,0.0,2.0,23.37
48650,2012,6,26,1.4,2.0,16.68
48650,2012,6,27,0.0,1.6,18.55
48650,2012,6,28,0.0,1.3,19.96
48650,2012,6,29,0.0,2.4,24.54
48650,2012,6,30,0.0,2.0,15.97
48650,2012,7,1,0.0,3.0,25.08
48650,2012,7,2,2.0,3.2,23.17
48650,2012,7,3,0.8,1.8,20.32
48650,2012,7,4,45.8,1.3,9.95
48650,2012,7,5,2.0,2.2,22.10
48650,2012,7,6,8.2,2.8,22.93
48650,2012,7,7,0.0,2.5,21.92
48650,2012,7,8,0.0,2.0,22.29
48650,2012,7,9,0.0,2.0,16.76
48650,2012,7,10,0.4,1.6,24.18
48650,2012,7,11,0.6,1.8,10.55
48650,2012,7,12,17.0,2.8,27.74
48650,2012,7,13,0.0,3.4,21.53
48650,2012,7,14,0.0,2.8,19.94
48650,2012,7,15,0.0,3.0,17.87
48650,2012,7,16,8.8,2.3,21.14
48650,2012,7,17,3.6,2.2,15.74
48650,2012,7,18,0.0,1.8,18.20
48650,2012,7,19,0.2,2.0,18.16
48650,2012,7,20,0.0,2.2,23.32
48650,2012,7,21,0.2,2.3,24.10
48650,2012,7,22,29.8,1.3,14.30
48650,2012,7,23,11.0,1.6,24.53
48650,2012,7,24,0.0,1.9,18.96
48650,2012,7,25,0.0,1.8,22.26
48650,2012,7,26,0.0,3.2,25.92
48650,2012,7,27,6.2,3.2,26.34
48650,2012,7,28,0.0,2.4,26.05
48650,2012,7,29,0.0,2.2,25.82
48650,2012,7,30,14.0,2.0,22.52
48650,2012,7,31,6.0,1.6,15.11
48650,2012,8,1,0.8,2.5,24.15
48650,2012,8,2,26.0,2.0,12.22
48650,2012,8,3,0.2,2.0,13.07
48650,2012,8,4,0.0,2.4,19.53
48650,2012,8,5,0.0,2.1,13.18
48650,2012,8,6,0.0,2.5,18.33
48650,2012,8,7,0.0,2.1,25.58
48650,2012,8,8,0.0,2.5,26.12
48650,2012,8,9,0.0,3.6,28.84
48650,2012,8,10,0.0,3.2,27.30
48650,2012,8,11,0.0,2.9,25.35
48650,2012,8,12,0.8,3.0,19.99
48650,2012,8,13,0.0,2.1,27.74
48650,2012,8,14,0.0,1.8,24.74
48650,2012,8,15,0.0,2.1,15.90
48650,2012,8,16,23.2,1.5,10.66
48650,2012,8,17,0.0,1.9,25.25
48650,2012,8,18,0.0,2.4,22.27
48650,2012,8,19,0.4,2.2,26.35
48650,2012,8,20,1.4,2.9,25.04
48650,2012,8,21,0.0,1.8,15.98
48650,2012,8,22,0.0,1.8,21.66
48650,2012,8,23,0.0,2.3,18.08
48650,2012,8,24,31.2,1.8,28.02
48650,2012,8,25,0.0,1.8,23.64
48650,2012,8,26,4.0,1.5,17.34
48650,2012,8,27,4.6,2.0,20.43
48650,2012,8,28,0.0,1.7,16.07
48650,2012,8,29,0.0,2.5,21.66
48650,2012,8,30,0.0,2.2,16.85
48650,2012,8,31,0.0,2.5,19.43
48650,2012,9,1,0.0,2.6,24.03
48650,2012,9,2,0.0,1.9,18.85
48650,2012,9,3,0.0,2.4,17.28
48650,2012,9,4,0.0,2.0,12.64
48650,2012,9,5,41.8,1.6,15.23
48650,2012,9,6,0.0,1.8,24.08
48650,2012,9,7,0.0,2.4,28.04
48650,2012,9,8,0.4,1.9,17.58
48650,2012,9,9,29.4,1.8,26.37
48650,2012,9,10,4.0,2.4,23.30
48650,2012,9,11,69.8,1.8,21.80
48650,2012,9,12,0.0,1.9,15.80
48650,2012,9,13,2.2,2.4,27.56
48650,2012,9,14,0.0,1.8,22.77
48650,2012,9,15,26.0,1.3,18.06
48650,2012,9,16,0.4,1.7,22.85
48650,2012,9,17,0.0,1.6,17.76
48650,2012,9,18,6.6,2.0,26.78
48650,2012,9,19,35.6,1.7,20.30
48650,2012,9,20,0.0,1.7,22.63
48650,2012,9,21,1.6,1.7,22.11
48650,2012,9,22,0.0,2.0,27.55
48650,2012,9,23,6.4,1.8,22.99
48650,2012,9,24,0.0,2.4,24.24
48650,2012,9,25,39.0,1.8,22.59
48650,2012,9,26,10.0,1.2,14.80
48650,2012,9,27,3.0,2.0,25.24
48650,2012,9,28,0.0,1.5,21.85
48650,2012,9,29,0.0,1.6,18.71
48650,2012,9,30,0.0,1.6,25.69
48650,2012,10,1,0.0,1.7,19.93
48650,2012,10,2,0.0,1.9,25.24
48650,2012,10,3,0.2,1.8,18.36
48650,2012,10,4,11.8,2.5,21.33
48650,2012,10,5,0.0,2.4,17.43
48650,2012,10,6,1.6,1.8,24.21
48650,2012,10,7,13.2,2.0,25.21
48650,2012,10,8,0.6,1.7,20.04
48650,2012,10,9,0.0,1.6,22.21
48650,2012,10,10,1.6,2.3,22.37
48650,2012,10,11,10.0,2.3,25.32
48650,2012,10,12,22.2,1.9,22.62
48650,2012,10,13,50.2,1.2,8.85
48650,2012,10,14,5.8,1.3,18.60
48650,2012,10,15,0.0,1.9,24.65
48650,2012,10,16,23.8,1.8,18.78
48650,2012,10,17,21.2,1.7,19.27
48650,2012,10,18,8.6,2.3,20.46
48650,2012,10,19,8.0,1.7,15.10
48650,2012,10,20,0.0,1.4,19.06
48650,2012,10,21,61.4,1.6,16.64
48650,2012,10,22,0.0,0.9,14.59
48650,2012,10,23,0.0,1.6,23.43
48650,2012,10,24,0.0,1.5,26.08
48650,2012,10,25,9.2,2.1,24.18
48650,2012,10,26,0.0,1.9,20.82
48650,2012,10,27,0.0,1.9,26.23
48650,2012,10,28,0.0,1.9,24.65
48650,2012,10,29,18.8,2.0,21.22
48650,2012,10,30,0.0,1.5,16.08
48650,2012,10,31,35.6,1.6,14.49
48650,2012,11,1,14.0,1.6,15.64
48650,2012,11,2,6.2,1.8,16.98
48650,2012,11,3,74.6,1.8,17.80
48650,2012,11,4,7.0,2.0,11.13
48650,2012,11,5,27.4,1.7,17.31
48650,2012,11,6,5.0,1.6,19.52
48650,2012,11,7,42.6,2.2,24.12
48650,2012,11,8,13.4,1.7,18.00
48650,2012,11,9,26.6,1.5,16.78
48650,2012,11,10,9.2,1.8,22.49
48650,2012,11,11,16.6,1.4,14.11
48650,2012,11,12,30.2,1.5,22.70
48650,2012,11,13,44.0,1.9,22.07
48650,2012,11,14,0.0,1.6,26.70
48650,2012,11,15,0.0,1.2,16.60
48650,2012,11,16,14.6,1.7,23.91
48650,2012,11,17,0.2,1.6,10.87
48650,2012,11,18,48.6,1.2,15.60
48650,2012,11,19,29.6,1.3,9.27
48650,2012,11,20,0.0,1.5,21.59
48650,2012,11,21,0.0,2.1,-1.11
48650,2012,11,22,0.4,1.8,19.67
48650,2012,11,23,12.0,1.6,11.81
48650,2012,11,24,1.8,2.2,16.27
48650,2012,11,25,0.4,1.9,19.93
48650,2012,11,26,11.8,1.5,15.85
48650,2012,11,27,1.2,1.8,20.97
48650,2012,11,28,0.2,1.8,18.45
48650,2012,11,29,0.0,1.6,21.27
48650,2012,11,30,0.0,1.6,19.87
48650,2012,12,1,2.8,1.6,15.27
48650,2012,12,2,0.8,2.2,21.61
48650,2012,12,3,10.8,1.3,14.91
48650,2012,12,4,6.4,1.6,17.66
48650,2012,12,5,0.0,1.4,14.34
48650,2012,12,6,3.4,1.5,18.29
48650,2012,12,7,13.2,2.1,20.78
48650,2012,12,8,0.0,1.5,22.05
48650,2012,12,9,8.4,1.8,12.39
48650,2012,12,10,29.2,1.1,14.27
48650,2012,12,11,2.4,1.2,15.93
48650,2012,12,12,5.6,2.1,20.81
48650,2012,12,13,11.0,1.2,18.81
48650,2012,12,14,5.0,1.5,14.64
48650,2012,12,15,0.0,1.8,16.04
48650,2012,12,16,17.2,1.4,13.71
48650,2012,12,17,19.4,1.4,16.12
48650,2012,12,18,21.8,1.0,15.12
48650,2012,12,19,0.0,1.9,21.68
48650,2012,12,20,15.8,1.8,14.54
48650,2012,12,21,2.4,1.4,16.06
48650,2012,12,22,11.8,1.7,21.92
48650,2012,12,23,23.2,1.3,16.98
48650,2012,12,24,1.0,1.0,6.14
48650,2012,12,25,0.0,1.8,10.33
48650,2012,12,26,0.0,2.0,20.30
48650,2012,12,27,0.0,1.6,20.24
48650,2012,12,28,16.0,1.6,18.40
48650,2012,12,29,0.0,1.7,22.19
48650,2012,12,30,0.0,1.7,17.98
48650,2012,12,31,0.0,1.8,14.64
48650,2013,1,1,0.0,1.6,17.96
48650,2013,1,2,0.8,2.0,21.92
48650,2013,1,3,0.0,1.4,19.03
48650,2013,1,4,6.8,1.8,19.56
48650,2013,1,5,0.2,2.2,15.47
48650,2013,1,6,0.0,1.7,25.76
48650,2013,1,7,0.0,2.1,18.92
48650,2013,1,8,0.0,2.8,17.21
48650,2013,1,9,0.8,2.6,15.52
48650,2013,1,10,0.0,2.0,20.07
48650,2013,1,11,3.0,1.7,13.44
48650,2013,1,12,3.8,1.1,21.46
48650,2013,1,13,2.0,1.7,19.46
48650,2013,1,14,0.0,2.1,20.78
48650,2013,1,15,0.0,2.2,17.40
48650,2013,1,16,0.0,2.7,14.14
48650,2013,1,17,0.0,3.2,16.82
48650,2013,1,18,61.0,2.4,19.89
48650,2013,1,19,0.0,1.8,11.91
48650,2013,1,20,62.2,1.8,18.73
48650,2013,1,21,0.0,1.6,19.39
48650,2013,1,22,0.0,3.1,27.23
48650,2013,1,23,13.4,2.7,23.98
48650,2013,1,24,20.6,1.4,19.53
48650,2013,1,25,23.2,2.1,18.14
48650,2013,1,26,0.0,2.1,27.14
48650,2013,1,27,0.0,2.2,23.98
48650,2013,1,28,6.2,1.3,19.03
48650,2013,1,29,0.0,2.9,27.27
48650,2013,1,30,0.0,3.5,28.39
48650,2013,1,31,0.0,1.7,26.19
48650,2013,2,1,0.0,3.4,27.57
48650,2013,2,2,0.0,3.8,28.32
48650,2013,2,3,0.0,2.5,13.84
48650,2013,2,4,16.4,1.6,4.55
48650,2013,2,5,0.0,1.8,11.29
48650,2013,2,6,3.4,1.3,15.02
48650,2013,2,7,52.2,1.1,20.96
48650,2013,2,8,0.0,1.3,16.80
48650,2013,2,9,0.0,1.8,26.29
48650,2013,2,10,0.0,4.0,15.86
48650,2013,2,11,0.0,3.0,20.17
48650,2013,2,12,24.6,2.3,20.84
48650,2013,2,13,0.0,2.9,11.55
48650,2013,2,14,2.4,1.8,15.69
48650,2013,2,15,0.0,1.3,12.27
48650,2013,2,16,6.6,1.5,13.98
48650,2013,2,17,0.0,1.5,13.52
48650,2013,2,18,25.2,2.3,19.87
48650,2013,2,19,0.0,1.6,12.55
48650,2013,2,20,0.0,1.4,18.94
48650,2013,2,21,22.8,2.0,13.84
